"AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2019"
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515104,"São Sebastião de Lagoa de Roça",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515203,"São Sebastião do Umbuzeiro",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515302,"Sapé",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515401,"São Vicente do Seridó",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515500,"Serra Branca",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515609,"Serra da Raiz",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515708,"Serra Grande",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515807,"Serra Redonda",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2515971,"Sobrado",3
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516003,"Solânea",3
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516102,"Soledade",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516151,"Sossêgo",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516201,"Sousa",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516409,"Tacima",3
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516508,"Taperoá",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516607,"Tavares",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516706,"Teixeira",4
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516755,"Tenório",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516805,"Triunfo",3
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2516904,"Uiraúna",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2517001,"Umbuzeiro",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2517100,"Várzea",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2517209,"Vieirópolis",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Paraíba",2517407,"Zabelê",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600054,"Abreu e Lima",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600104,"Afogados da Ingazeira",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600203,"Afrânio",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600302,"Agrestina",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600401,"Água Preta",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600500,"Águas Belas",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600609,"Alagoinha",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600708,"Aliança",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600807,"Altinho",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2600906,"Amaraji",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601003,"Angelim",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601052,"Araçoiaba",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601102,"Araripina",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601201,"Arcoverde",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601300,"Barra de Guabiraba",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601409,"Barreiros",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601508,"Belém de Maria",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601607,"Belém do São Francisco",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601706,"Belo Jardim",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601805,"Betânia",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2601904,"Bezerros",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602001,"Bodocó",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602100,"Bom Conselho",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602209,"Bom Jardim",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602308,"Bonito",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602407,"Brejão",5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602506,"Brejinho",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602605,"Brejo da Madre de Deus",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602704,"Buenos Aires",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602803,"Buíque",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2602902,"Cabo de Santo Agostinho",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603009,"Cabrobó",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603108,"Cachoeirinha",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603207,"Caetés",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603306,"Calçado",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603405,"Calumbi",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603454,"Camaragibe",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603504,"Camocim de São Félix",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603603,"Camutanga",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603702,"Canhotinho",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603801,"Capoeiras",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603900,"Carnaíba",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2603926,"Carnaubeira da Penha",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604007,"Carpina",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604106,"Caruaru",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604155,"Casinhas",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604205,"Catende",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604304,"Cedro",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604403,"Chã de Alegria",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604502,"Chã Grande",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604601,"Condado",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604700,"Correntes",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604809,"Cortês",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2604908,"Cumaru",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605004,"Cupira",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605103,"Custódia",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605152,"Dormentes",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605202,"Escada",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605301,"Exu",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605400,"Feira Nova",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605459,"Fernando de Noronha",5.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605509,"Ferreiros",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605608,"Flores",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605707,"Floresta",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605806,"Frei Miguelinho",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2605905,"Gameleira",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606002,"Garanhuns",5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606101,"Glória do Goitá",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606200,"Goiana",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606309,"Granito",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606408,"Gravatá",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606507,"Iati",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606606,"Ibimirim",5.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606804,"Igarassu",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2606903,"Iguaracy",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607000,"Inajá",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607109,"Ingazeira",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607208,"Ipojuca",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607307,"Ipubi",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607406,"Itacuruba",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607505,"Itaíba",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607604,"Ilha de Itamaracá",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607653,"Itambé",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607703,"Itapetim",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607752,"Itapissuma",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607802,"Itaquitinga",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607901,"Jaboatão dos Guararapes",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2607950,"Jaqueira",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608008,"Jataúba",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608057,"Jatobá",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608107,"João Alfredo",5.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608206,"Joaquim Nabuco",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608255,"Jucati",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608305,"Jupi",5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608404,"Jurema",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608453,"Lagoa do Carro",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608503,"Lagoa de Itaenga",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608602,"Lagoa do Ouro",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608701,"Lagoa dos Gatos",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608750,"Lagoa Grande",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608800,"Lajedo",5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2608909,"Limoeiro",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609006,"Macaparana",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609105,"Machados",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609154,"Manari",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609204,"Maraial",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609303,"Mirandiba",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609402,"Moreno",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609501,"Nazaré da Mata",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609600,"Olinda",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609709,"Orobó",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609808,"Orocó",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2609907,"Ouricuri",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610004,"Palmares",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610103,"Palmeirina",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610202,"Panelas",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610301,"Paranatama",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610400,"Parnamirim",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610509,"Passira",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610608,"Paudalho",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610707,"Paulista",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610806,"Pedra",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2610905,"Pesqueira",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611002,"Petrolândia",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611101,"Petrolina",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611200,"Poção",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611309,"Pombos",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611408,"Primavera",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611507,"Quipapá",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611533,"Quixaba",6.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611606,"Recife",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611705,"Riacho das Almas",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611804,"Ribeirão",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2611903,"Rio Formoso",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612000,"Sairé",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612109,"Salgadinho",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612208,"Salgueiro",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612307,"Saloá",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612406,"Sanharó",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612455,"Santa Cruz",4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612471,"Santa Cruz da Baixa Verde",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612505,"Santa Cruz do Capibaribe",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612554,"Santa Filomena",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612604,"Santa Maria da Boa Vista",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612703,"Santa Maria do Cambucá",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612802,"Santa Terezinha",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2612901,"São Benedito do Sul",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613008,"São Bento do Una",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613107,"São Caitano",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613206,"São João",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613305,"São Joaquim do Monte",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613404,"São José da Coroa Grande",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613503,"São José do Belmonte",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613602,"São José do Egito",5.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613701,"São Lourenço da Mata",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613800,"São Vicente Férrer",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2613909,"Serra Talhada",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614006,"Serrita",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614105,"Sertânia",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614204,"Sirinhaém",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614303,"Moreilândia",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614402,"Solidão",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614501,"Surubim",5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614600,"Tabira",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614709,"Tacaimbó",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614808,"Tacaratu",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2614857,"Tamandaré",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615003,"Taquaritinga do Norte",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615102,"Terezinha",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615201,"Terra Nova",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615300,"Timbaúba",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615409,"Toritama",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615508,"Tracunhaém",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615607,"Trindade",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615706,"Triunfo",5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615805,"Tupanatinga",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2615904,"Tuparetama",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2616001,"Venturosa",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2616100,"Verdejante",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2616183,"Vertente do Lério",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2616209,"Vertentes",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2616308,"Vicência",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2616407,"Vitória de Santo Antão",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Pernambuco",2616506,"Xexéu",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700102,"Água Branca",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700201,"Anadia",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700300,"Arapiraca",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700409,"Atalaia",3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700508,"Barra de Santo Antônio",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700607,"Barra de São Miguel",4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700706,"Batalha",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700805,"Belém",4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2700904,"Belo Monte",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701001,"Boca da Mata",4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701100,"Branquinha",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701209,"Cacimbinhas",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701308,"Cajueiro",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701357,"Campestre",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701407,"Campo Alegre",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701605,"Canapi",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701704,"Capela",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701803,"Carneiros",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2701902,"Chã Preta",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702009,"Coité do Nóia",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702108,"Colônia Leopoldina",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702207,"Coqueiro Seco",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702306,"Coruripe",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702355,"Craíbas",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702405,"Delmiro Gouveia",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702504,"Dois Riachos",3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702553,"Estrela de Alagoas",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702603,"Feira Grande",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702702,"Feliz Deserto",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2702900,"Girau do Ponciano",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703007,"Ibateguara",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703106,"Igaci",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703304,"Inhapi",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703403,"Jacaré dos Homens",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703502,"Jacuípe",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703601,"Japaratinga",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703700,"Jaramataia",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703809,"Joaquim Gomes",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2703908,"Jundiá",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704005,"Junqueiro",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704104,"Lagoa da Canoa",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704203,"Limoeiro de Anadia",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704302,"Maceió",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704401,"Major Isidoro",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704500,"Maragogi",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704609,"Maravilha",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704708,"Marechal Deodoro",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704807,"Maribondo",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2704906,"Mar Vermelho",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705002,"Mata Grande",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705101,"Matriz de Camaragibe",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705200,"Messias",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705309,"Minador do Negrão",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705408,"Monteirópolis",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705507,"Murici",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705606,"Novo Lino",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705705,"Olho d'Água das Flores",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705804,"Olho d'Água do Casado",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2705903,"Olho d'Água Grande",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706000,"Olivença",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706109,"Ouro Branco",4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706208,"Palestina",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706307,"Palmeira dos Índios",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706406,"Pão de Açúcar",2.7
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706422,"Pariconha",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706448,"Paripueira",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706505,"Passo de Camaragibe",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706604,"Paulo Jacinto",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706703,"Penedo",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706802,"Piaçabuçu",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2706901,"Pilar",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707008,"Pindoba",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707107,"Piranhas",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707206,"Poço das Trincheiras",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707305,"Porto Calvo",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707404,"Porto de Pedras",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707503,"Porto Real do Colégio",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707602,"Quebrangulo",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707701,"Rio Largo",4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2707909,"Santa Luzia do Norte",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708006,"Santana do Ipanema",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708105,"Santana do Mundaú",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708204,"São Brás",3
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708303,"São José da Laje",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708402,"São José da Tapera",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708501,"São Luís do Quitunde",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708600,"São Miguel dos Campos",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708709,"São Miguel dos Milagres",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708808,"São Sebastião",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Alagoas",2708907,"Satuba",3.8
