AREA,INDICADOR,REGIAO,COD_IBGE,MICROREGIAO,2011,2012,2013,2014,2015,2016,2017,2018
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200302,Feijó,83.6,81.6,65.4,59,60.6,62.9,62.5,64.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200328,Jordão,14.4,31.8,26.7,19.8,31.4,52.8,51,52.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200336,Mâncio Lima,74.1,70.1,72.6,70.1,69.2,75.6,37.1,38.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200344,Manoel Urbano,64.3,61.1,55.7,49.4,55.4,59.6,59.9,60.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200351,Marechal Thaumaturgo,37.3,34.5,34.5,-4.1,-3.6,9.7,59.9,61.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200385,Plácido de Castro,48,38.3,33.8,28,38.2,46,45.3,45.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200393,Porto Walter,NA,46.8,26,25.7,33.8,58.3,38.3,37.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200401,Rio Branco,69.2,62.5,60.2,61.5,59.3,58.2,58.7,59.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200427,Rodrigues Alves,NA,23,17.3,4.1,6.8,45.3,38.7,42.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200435,Santa Rosa do Purus,82.6,81.8,60,58.5,54,61.3,54.8,56.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200450,Senador Guiomard,-1.2,23.4,10.5,8,23.1,30.8,41,49.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200500,Sena Madureira,36.6,36,23.9,23.3,33.8,53.3,52.6,55.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200609,Tarauacá,50.7,48.3,61.8,61.8,67.2,78.5,78,78.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200708,Xapuri,44.7,41.7,32.8,26.4,35.5,42.9,42.7,46.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Acre,1200807,Porto Acre,32.5,27.2,32.1,27.5,40.8,55,52.5,55.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300029,Alvarães,60.7,44.2,44.7,54.3,58.9,72.8,70.5,73.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300060,Amaturá,37.1,40,40,40,NA,NA,41.9,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300086,Anamã,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300102,Anori,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300144,Apuí,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300201,Atalaia do Norte,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300300,Autazes,80.9,85.6,73.7,76.5,73.1,72,72.6,76.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300409,Barcelos,NA,NA,NA,NA,NA,7.7,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300508,Barreirinha,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300607,Benjamin Constant,60,84.7,65.8,55.3,52.7,48,62.3,66.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300631,Beruri,NA,NA,NA,22.7,33.6,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300680,Boa Vista do Ramos,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300706,Boca do Acre,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300805,Borba,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300839,Caapiranga,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1300904,Canutama,NA,NA,NA,-14.4,-7.1,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301001,Carauari,51.4,56.8,50.1,24.3,28.6,35.3,35.5,56.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301100,Careiro,48.4,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301159,Careiro da Várzea,60.3,80.3,56,62.9,52.3,55.1,57.1,61.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301209,Coari,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301308,Codajás,46.9,43.9,47.5,50.3,50.3,55.2,58.6,61.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301407,Eirunepé,65.3,61.9,60,57.7,53,50,52.9,63.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301506,Envira,9,9,10.4,2.6,2.6,4.9,2.3,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301605,Fonte Boa,30,28.6,NA,6.7,11.8,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301654,Guajará,NA,21.1,12.7,-45.8,-38.5,-4,9.4,7.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301704,Humaitá,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301803,Ipixuna,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301852,Iranduba,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301902,Itacoatiara,77.1,74.7,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1301951,Itamarati,17.5,66.8,47.1,65.6,65.6,79.6,65.8,69.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302009,Itapiranga,NA,NA,NA,NA,NA,NA,NA,10.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302108,Japurá,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302207,Juruá,60.1,62.2,62.3,63.4,63.4,72.4,61.9,61.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302306,Jutaí,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302405,Lábrea,23.8,NA,NA,NA,NA,75,75,75
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302504,Manacapuru,48.9,43.3,NA,NA,NA,0,70.1,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302553,Manaquiri,63.8,68.7,66.7,70.7,73.5,74.6,73.5,74.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302603,Manaus,50.1,48.5,48.2,49.3,46.2,44.1,74.6,75
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302702,Manicoré,NA,17,11.1,11.2,10.6,10.6,3.7,2.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302801,Maraã,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1302900,Maués,NA,NA,64.6,62.7,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303007,Nhamundá,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303106,Nova Olinda do Norte,23,17.1,NA,NA,5,5,NA,15.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303205,Novo Airão,NA,NA,NA,NA,0.3,4.1,13.4,9.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303304,Novo Aripuanã,NA,NA,NA,NA,NA,10,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303403,Parintins,NA,NA,NA,NA,NA,NA,60.1,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303502,Pauini,20.7,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303536,Presidente Figueiredo,NA,NA,NA,NA,NA,NA,23.4,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303569,Rio Preto da Eva,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303601,Santa Isabel do Rio Negro,23.5,NA,44.4,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303700,Santo Antônio do Içá,NA,NA,NA,NA,NA,46.8,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303809,São Gabriel da Cachoeira,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303908,São Paulo de Olivença,66.3,81.5,65.8,55,50.3,47.4,49.1,52.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1303957,São Sebastião do Uatumã,NA,NA,NA,70.5,69.9,69.8,70.3,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304005,Silves,NA,NA,NA,NA,NA,NA,28.1,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304062,Tabatinga,66.6,84.6,70.3,76.8,60,79,71.4,82.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304104,Tapauá,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304203,Tefé,NA,NA,NA,NA,NA,NA,60,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304237,Tonantins,NA,28.1,NA,NA,11,27,27,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304260,Uarini,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304302,Urucará,33.3,NA,0,0,NA,NA,0,10.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Amazonas,1304401,Urucurituba,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400027,Amajari,NA,84.7,83.6,NA,NA,79.4,86.7,81.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400050,Alto Alegre,NA,58.3,62.4,NA,NA,64.8,34.5,37.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400100,Boa Vista,NA,55,54.5,55,54.4,66,69.3,73.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400159,Bonfim,NA,45.7,77.1,NA,NA,76.6,84,76.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400175,Cantá,NA,63.7,72.6,NA,NA,62.1,65.7,59
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400209,Caracaraí,NA,60.8,54.4,NA,NA,65.9,78.6,48.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400233,Caroebe,NA,56.1,74.3,NA,NA,62.1,81.9,84.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400282,Iracema,NA,73.7,82.6,NA,NA,71.2,74.3,80.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400308,Mucajaí,NA,55.4,53.2,NA,NA,39,29.5,39.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400407,Normandia,NA,55.9,76.8,NA,NA,77.1,82.3,89.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400456,Pacaraima,NA,57.2,74.8,NA,NA,74.2,83.8,87.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400472,Rorainópolis,NA,60,75.2,NA,NA,72.5,76.2,78.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400506,São João da Baliza,NA,81.9,82.1,NA,NA,82.5,81.8,88
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400605,São Luiz,NA,70.2,75.8,NA,NA,64.1,84.8,82.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Roraima,1400704,Uiramutã,NA,88.4,52.2,NA,NA,85,83.1,63.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500107,Abaetetuba,43.9,42.1,42.4,42.6,48,48,46.2,48.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500131,Abel Figueiredo,NA,21.2,1.8,NA,3.3,0,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500206,Acará,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500305,Afuá,41.7,48.8,48.1,45,45,47.7,47.8,44.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500347,Água Azul do Norte,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500404,Alenquer,46.6,47.2,45.7,41.3,44,48.5,38.7,45.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500503,Almeirim,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500602,Altamira,44.9,44.9,44.4,43.7,48,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500701,Anajás,43.6,46.1,44.4,43.2,44.7,45.8,45.9,48.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500800,Ananindeua,40.5,53,51.8,45,46.8,48.3,41.7,49.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500859,Anapu,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500909,Augusto Corrêa,44.4,40.2,40.3,42.8,45.4,47.7,35.3,45.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1500958,Aurora do Pará,NA,NA,NA,NA,NA,50,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501006,Aveiro,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501105,Bagre,0,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501204,Baião,NA,4.6,5.9,5.9,5.8,NA,NA,17.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501253,Bannach,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501303,Barcarena,NA,51.7,51.7,NA,85.7,77.2,70.8,74.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501402,Belém,49.5,49.9,50.4,49,44.1,46.8,36.4,39.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501451,Belterra,NA,NA,NA,NA,NA,0,NA,41.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501501,Benevides,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501576,Bom Jesus do Tocantins,NA,NA,NA,NA,40,50.1,27.4,55
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501600,Bonito,NA,NA,NA,NA,NA,0,20,1.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501709,Bragança,42.9,48.2,46.1,45.3,45.3,47.5,52.5,48.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501725,Brasil Novo,23.7,36,36.6,33.3,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501758,Brejo Grande do Araguaia,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501782,Breu Branco,46.3,47.3,45.6,30.5,32.7,46.1,43,48.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501808,Breves,45.8,95.1,99.9,51,59,0,33.5,18.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501907,Bujaru,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1501956,Cachoeira do Piriá,NA,NA,-8.1,-8.3,-8.3,NA,3.6,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1502004,Cachoeira do Arari,45.6,23,45.8,46.8,46.8,47.9,40,47.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1502103,Cametá,10.8,32.5,10,9.1,10.1,NA,9.7,9.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1502152,Canaã dos Carajás,NA,NA,52.4,NA,NA,0,76.1,80.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1502202,Capanema,36.6,43.3,43,50.9,58.6,17.9,26.6,47.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pará,1502301,Capitão Poço,48.7,46.1,43.2,45,49.5,47.5,43.6,45.9
