AREA,INDICADOR,REGIAO,COD_IBGE,MICROREGIAO,2011,2012,2013,2014,2015,2016,2017,2018
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1303536,Presidente Figueiredo,NA,47.8,47.8,47.8,47.8,NA,46.6,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1303569,Rio Preto da Eva,NA,47.5,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1303601,Santa Isabel do Rio Negro,21.1,NA,100,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1303700,Santo Antônio do Içá,NA,NA,NA,NA,NA,18.4,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1303809,São Gabriel da Cachoeira,50.3,49.5,NA,NA,NA,NA,52.1,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1303908,São Paulo de Olivença,24.9,29.7,28.4,26.1,25.6,28.8,28.3,34.3
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1303957,São Sebastião do Uatumã,NA,97.7,92.5,90,100,97.5,95.2,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304005,Silves,NA,NA,NA,NA,88.1,NA,100,100
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304062,Tabatinga,28,27.8,22.4,25.1,24.6,32.3,34.1,32.1
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304104,Tapauá,NA,89.4,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304203,Tefé,NA,68.9,NA,NA,NA,NA,81.5,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304237,Tonantins,NA,34.8,NA,NA,53.3,52.9,52.4,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304260,Uarini,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304302,Urucará,88.3,NA,100,100,100,100,100,100
Saneamento,TX_SNIS_AGUA_MUN,Amazonas,1304401,Urucurituba,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400027,Amajari,23,23.1,22.9,22.9,23,23.3,23.4,23.2
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400050,Alto Alegre,36,36.3,36.8,37.1,37.4,38.1,38.5,39.3
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400100,Boa Vista,97.7,97.7,97.7,97.2,97.2,97.7,97.7,97.7
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400159,Bonfim,49.3,49.6,49.7,50.1,50.3,51.2,51.6,52.4
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400175,Cantá,49.5,49.7,49.2,49.5,49.8,50.5,50.9,51.2
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400209,Caracaraí,71.2,71.4,71.4,71.6,71.9,71.5,71.8,72.8
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400233,Caroebe,47.5,47.6,47.5,47.6,47.7,48.7,48.8,48.9
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400282,Iracema,59.8,59.9,59.6,59.7,59.8,60.3,60.4,52
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400308,Mucajaí,65.6,65.7,65.7,65.8,65.9,66.6,66.7,66.9
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400407,Normandia,31.7,31.8,31.7,31.8,31.9,32.8,32.9,33
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400456,Pacaraima,42,42,42,42,42,43.3,43.3,43.3
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400472,Rorainópolis,62.5,62.8,49.9,50.1,50.2,53.7,53.9,55.5
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400506,São João da Baliza,69.6,69.6,69.5,68.5,68.5,69.5,69.5,68.1
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400605,São Luiz,80.6,80.9,80.8,80.5,80.8,79.1,79.5,81.3
Saneamento,TX_SNIS_AGUA_MUN,Roraima,1400704,Uiramutã,NA,12.9,12.9,12.9,12.9,13.5,13.3,13.2
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500107,Abaetetuba,15.8,16.4,15.5,15.3,15.4,15,14.8,13.1
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500131,Abel Figueiredo,NA,87.3,86.3,99.7,99,100,NA,89
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500206,Acará,23.6,NA,NA,NA,23.6,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500305,Afuá,13.1,12.9,12,12.6,12.4,12.4,12.3,14.8
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500347,Água Azul do Norte,NA,NA,NA,NA,NA,NA,NA,100
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500404,Alenquer,17.1,17.5,17.7,18,17.9,15.5,15.4,14.4
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500503,Almeirim,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500602,Altamira,10.7,10.9,10.7,10.9,14.7,33.8,33.3,32.8
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500701,Anajás,6.3,6.6,6.4,7.4,7.2,6.5,6.4,6.4
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500800,Ananindeua,26.7,27.2,26.9,26.9,28.8,30,32.4,32.6
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500859,Anapu,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500909,Augusto Corrêa,5.4,5.7,5.4,5.5,5.4,5.1,5.1,4.9
Saneamento,TX_SNIS_AGUA_MUN,Pará,1500958,Aurora do Pará,NA,NA,NA,NA,NA,96.7,95.2,97.1
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501006,Aveiro,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501105,Bagre,50.1,30.8,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501204,Baião,NA,19.8,77.6,75.3,73.1,NA,61.9,61.5
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501253,Bannach,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501303,Barcarena,NA,56.9,54.6,19.9,21.2,24.2,26.5,19
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501402,Belém,76.3,72.6,73.3,90.9,97.4,70.4,71.3,70.3
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501451,Belterra,NA,NA,NA,NA,NA,43.7,43.5,44.8
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501501,Benevides,NA,47.7,NA,NA,NA,NA,NA,100
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501576,Bom Jesus do Tocantins,NA,NA,NA,NA,74.4,66.9,61.9,49.1
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501600,Bonito,NA,NA,NA,NA,NA,87.1,85.7,95
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501709,Bragança,18.7,18,17.4,17.6,17.4,16.3,14.9,14.7
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501725,Brasil Novo,47.9,44.3,68,73.4,64.6,54.6,NA,87.6
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501758,Brejo Grande do Araguaia,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501782,Breu Branco,6.4,6.5,6.7,7,7.6,7.7,8,7.8
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501808,Breves,26.9,27.2,26.7,26.5,26.3,26,25.8,25.3
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501907,Bujaru,NA,NA,30,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1501956,Cachoeira do Piriá,NA,NA,37.9,72.3,70.3,NA,15.7,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502004,Cachoeira do Arari,15.6,14.3,12.2,11.8,11.6,12,12.1,11.9
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502103,Cametá,68.6,68.2,67.6,56.3,55.9,56.1,56.6,57.2
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502152,Canaã dos Carajás,NA,69.4,83.2,NA,NA,100,99,99
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502202,Capanema,4.3,4.5,4.4,4.4,10.3,15.7,14.8,13.8
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502301,Capitão Poço,19,19.1,19.4,19.6,19.9,22.3,23.6,22
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502400,Castanhal,23.3,23.9,24.9,33,32.5,25.5,25.1,25.1
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502509,Chaves,NA,NA,NA,12.7,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502608,Colares,NA,NA,78.4,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502707,Conceição do Araguaia,46,47.6,47.8,50.1,50,48.4,48.4,47.2
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502756,Concórdia do Pará,NA,NA,40.8,48.2,47.3,46.5,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502764,Cumaru do Norte,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502772,Curionópolis,39.5,57.7,69,67.1,76.2,76.8,70.9,74.7
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502806,Curralinho,NA,33.5,38.3,41.1,49.1,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502855,Curuá,NA,60.6,100,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502905,Curuçá,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502939,Dom Eliseu,7.1,7.1,7.1,12.5,13.4,13.5,71.6,77.2
Saneamento,TX_SNIS_AGUA_MUN,Pará,1502954,Eldorado do Carajás,23.9,24.3,51.7,32.4,38.8,39.8,36,52.2
Saneamento,TX_SNIS_AGUA_MUN,Pará,1503002,Faro,64.1,67.3,69.2,70.7,72.3,74.5,71.8,72.4
Saneamento,TX_SNIS_AGUA_MUN,Pará,1503044,Floresta do Araguaia,NA,NA,17.3,17.1,17.7,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1503077,Garrafão do Norte,NA,NA,NA,73.3,73.2,74,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1503093,Goianésia do Pará,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Pará,1503101,Gurupá,NA,31.6,30.8,NA,NA,NA,NA,NA
